id_delegacia,nome_departamento,nome_seccional,delegacia,nome_seccional_circ,nome_delegacia_circ
280205,DEMACRO,DEL.SEC.SANTO ANDRÉ,DEL.PROTECAO IDOSO SANTO ANDRÉ,DEL.SEC.SANTO ANDRÉ,06º D.P. SANTO ANDRÉ
280206,DEMACRO,DEL.SEC.SANTO ANDRÉ,04º D.P. MAUA,DEL.SEC.SANTO ANDRÉ,04º D.P. MAUA
280208,DEMACRO,DEL.SEC.SANTO ANDRÉ,DEL.DEF.MUL. MAUA,DEL.SEC.SANTO ANDRÉ,01º D.P. MAUA
280300,DEMACRO,DEL.SEC.DIADEMA,DEL.SEC.DIADEMA,DEL.SEC.DIADEMA,02º D.P. DIADEMA
280301,DEMACRO,DEL.SEC.DIADEMA,DISE- DEL.SEC.DIADEMA,DEL.SEC.DIADEMA,03º D.P. DIADEMA
280303,DEMACRO,DEL.SEC.DIADEMA,DEL.PROTECAO IDOSO DIADEMA,DEL.SEC.DIADEMA,04º D.P. DIADEMA
280305,DEMACRO,DEL.SEC.DIADEMA,SIG DEL.SEC.DIADEMA,DEL.SEC.DIADEMA,01º D.P. DIADEMA
280306,DEMACRO,DEL.SEC.DIADEMA,SETOR HOM.SEC. DIADEMA,DEL.SEC.DIADEMA,01º D.P. DIADEMA
280309,DEMACRO,DEL.SEC.DIADEMA,DICMA-DEL MEIO AMB. DIADEMA,DEL.SEC.SANTO ANDRÉ,04º D.P. SANTO ANDRÉ
280401,DEMACRO,DEL.SEC.CARAPICUIBA,DISE- DEL.SEC.CARAPICUIBA,DEL.SEC.CARAPICUIBA,02º D.P. CARAPICUIBA
280403,DEMACRO,DEL.SEC.CARAPICUIBA,DEL.PROTECAO IDOSO CARAPICUIBA,DEL.SEC.CARAPICUIBA,01º D.P. BARUERI
280404,DEMACRO,DEL.SEC.CARAPICUIBA,DEL.INV.M.AMB.CARAPICUIBA,DEL.SEC.CARAPICUIBA,DEL.POL.BARUERI
280405,DEMACRO,DEL.SEC.CARAPICUIBA,SETOR  HOM.SEC. CARAPICUIBA,DEL.SEC.CARAPICUIBA,DEL.POL.BARUERI
280500,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DEL.SEC.FRANCO DA ROCHA,DEL.SEC.FRANCO DA ROCHA,DEL.SEC.FRANCO DA ROCHA
280501,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DISE- DEL.SEC.FRANCO DA ROCHA,DEL.SEC.FRANCO DA ROCHA,DEL.POL.FRANCISCO MORATO
280504,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DEL.INV.M.AMB.FRANCO DA ROCHA,DEL.SEC.FRANCO DA ROCHA,DEL.POL.CAIEIRAS
280505,DEMACRO,DEL.SEC.CARAPICUIBA,SIG DEL.SEC.CARAPICUIBA,DEL.SEC.CARAPICUIBA,DEL.POL.BARUERI
310101,DEINTER 6 - SANTOS,DEL.SEC.JACUPIRANGA,DEL.POL.CAJATI,DEL.SEC.4º NORTE,09º D.P. - CARANDIRU
500070,DECAP,DEL.SEC.7º ITAQUERA,DEL.SEC.7ª ITAQUERA,DEL.SEC.7º ITAQUERA,67º D.P. JARDIM ROBRU
500071,DECAP,DEL.SEC.7º ITAQUERA,DEL.PROTECAO IDOSO- 7ª SEC.,DEL.SEC.7º ITAQUERA,62º D.P. ERMELINO MATARAZZO
500080,DECAP,DEL.SEC.8º SAO MATEUS,DEL.SEC.8ª SÃO MATEUS,DEL.SEC.8º SAO MATEUS,70º D.P. VILA EMA
500081,DECAP,DEL.SEC.8º SAO MATEUS,08ª DEL.DEF.MUL. SAO MATEUS,DEL.SEC.5º LESTE,58º D.P. VILA FORMOSA
500082,DECAP,DEL.SEC.8º SAO MATEUS,DEL.PROTECAO IDOSO- 8ª SEC.,DEL.SEC.8º SAO MATEUS,49º D.P.  SAO MATEUS
700359,DEINTER 9 - PIRACICABA,DEL.SEC.AMERICANA,02º D.P. HORTOLÂNDIA,DEL.SEC.FRANCO DA ROCHA,DEL.POL.FRANCISCO MORATO
804229,DEINTER 4 - BAURU,DEL.SEC.TUPÃ,CENTRAL POL.JUDICIÁRIA-TUPÃ,DEL.SEC.1º CENTRO,12º D.P. PARI
900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DEL.SEC.OSASCO,05º D.P. OSASCO
900441,DIRD - DEPTO IDENT.REG.DIV,DIV.POL.PORTO/AERO/PROT.TURIS-DECADE,05ª DEL.POL.PORTO DE SANTOS,DEL.SEC.1º CENTRO,04º D.P. CONSOLAÇÃO
900801,DPPC- DEP.POL.PROT A CIDADANIA,DPPC-DEP.POL.PROT.A CIDADANIA,DPPC-DEP.POL.PROT.CID.PLANTÃO,DEL.SEC.1º CENTRO,77º D.P. SANTA CECILIA
900811,DPPC- DEP.POL.PROT A CIDADANIA,DPPC-DEP.POL.PROT.A CIDADANIA,DIICC - 01ª DEL.POL.,DEL.SEC.3º OESTE,34º D.P.  MORUMBI
900812,DPPC- DEP.POL.PROT A CIDADANIA,DPPC-DEP.POL.PROT.A CIDADANIA,DIICC - 02ª DEL.POL.,DEL.SEC.1º CENTRO,77º D.P. SANTA CECILIA
900821,DPPC- DEP.POL.PROT A CIDADANIA,DPPC-DEP.POL.PROT.A CIDADANIA,DIISP - 01ª DEL.POL.,DEL.SEC.3º OESTE,87º D.P. V. P. BARRETO
900822,DPPC- DEP.POL.PROT A CIDADANIA,DPPC-DEP.POL.PROT.A CIDADANIA,DIISP - 02ª DEL.POL.,DEL.SEC.1º CENTRO,03º D.P. CAMPOS ELISEOS
900831,DPPC- DEP.POL.PROT A CIDADANIA,DPPC-DEP.POL.PROT.A CIDADANIA,DIIMA - 01ª DEL.POL.,DEL.SEC.4º NORTE,19º D.P.  VILA MARIA
900832,DPPC- DEP.POL.PROT A CIDADANIA,DPPC-DEP.POL.PROT.A CIDADANIA,DIIMA - 02ª DEL.POL.,DEL.SEC.6º SANTO AMARO,85º D.P. JARDIM MIRNA
900841,DPPC- DEP.POL.PROT A CIDADANIA,DPPC-DEP.POL.PROT.A CIDADANIA,DICCA - 01ª DEL.POL.,DEL.SEC.SANTO ANDRÉ,01º D.P. SANTO ANDRÉ
900842,DPPC- DEP.POL.PROT A CIDADANIA,DPPC-DEP.POL.PROT.A CIDADANIA,DICCA - 02ª DEL.POL.,DEL.SEC.1º CENTRO,03º D.P. CAMPOS ELISEOS
990002,SECRETARIA DA SEGURANÇA PUBLICA,SECRETARIA DA SEGURANÇA PUBLICA,ASSESSORIA POL.CIV. TJ-SP,DEL.SEC.2º SUL,36º D.P.  VILA MARIANA
990900,DECAP,DEL.SEC.1º CENTRO,DEL.POL.PESSOA COM DEFICIENC.,DEL.SEC.2º SUL,16º D.P. VILA CLEMENTINO
