id_delegacia,nome_departamento,nome_seccional,delegacia,nome_seccional_circ,nome_delegacia_circ
120308,DEINTER 7 - SOROCABA,DEL.SEC.ITAPETININGA,DEL.POL.SÃO MIGUEL ARCANJO,DEL.SEC.4º NORTE,19º D.P.  VILA MARIA
120309,DEINTER 7 - SOROCABA,DEL.SEC.ITAPETININGA,DEL.POL.SARAPUI,DEL.SEC.CARAPICUIBA,DEL.POL.ITAPEVI
120311,DEINTER 7 - SOROCABA,DEL.SEC.ITAPETININGA,DEL.POL.CAPELA DO ALTO,DEL.SEC.CARAPICUIBA,DEL.POL.ITAPEVI
120312,DEINTER 7 - SOROCABA,DEL.SEC.ITAPETININGA,DEL.POL.BOITUVA,DEL.SEC.4º NORTE,90º D.P. PQ. NOVO MUNDO
120313,DEINTER 7 - SOROCABA,DEL.SEC.ITAPETININGA,DEL.POL.CERQUILHO,DEL.SEC.SANTO ANDRÉ,03º D.P. MAUA
120314,DEINTER 7 - SOROCABA,DEL.SEC.ITAPETININGA,01º D.P. ITAPETININGA,DEL.SEC.3º OESTE,46º D.P.  PERUS
120315,DEINTER 7 - SOROCABA,DEL.SEC.ITAPETININGA,02º D.P. ITAPETININGA,DEL.SEC.3º OESTE,87º D.P. V. P. BARRETO
120324,DEINTER 7 - SOROCABA,DEL.SEC.ITAPETININGA,DEL.POL.CAMPINA MONTE ALEGRE,DEL.SEC.1º CENTRO,01º D.P. SE
120400,DEINTER 7 - SOROCABA,DEL.SEC.ITAPEVA,DEL.SEC.ITAPEVA PLANTÃO,DEL.SEC.6º SANTO AMARO,11º D.P. SANTO AMARO
120401,DEINTER 7 - SOROCABA,DEL.SEC.ITAPEVA,DEL.POL.APIAI,DEL.SEC.1º CENTRO,12º D.P. PARI
120409,DEINTER 7 - SOROCABA,DEL.SEC.ITAPEVA,DEL.POL.ITARARE,DEL.SEC.1º CENTRO,08º D.P. BRAS
120414,DEINTER 7 - SOROCABA,DEL.SEC.ITAPEVA,DEL.POL.CAPÃO BONITO,DEL.SEC.CARAPICUIBA,DEL.POL.ITAPEVI
120500,DEINTER 7 - SOROCABA,DEL.SEC.SOROCABA,DEL.SEC.SOROCABA,DEL.SEC.8º SAO MATEUS,41º D.P.  VILA RICA
120501,DEINTER 7 - SOROCABA,DEL.SEC.SOROCABA,DEL.POL.ARAÇOIABA DA SERRA,DEL.SEC.2º SUL,96º D.P. MONÇÕES
120503,DEINTER 7 - SOROCABA,DEL.SEC.SOROCABA,DEL.POL.JUMIRIM,DEL.SEC.TABOÃO DA SERRA,01º D.P. EMBU DAS ARTES
120505,DEINTER 7 - SOROCABA,DEL.SEC.SOROCABA,DEL.POL.IBIÚNA,DEL.SEC.S.BERNARDO DO CAMPO,05º D.P. S.BERNARDO DO CAMPO
120506,DEINTER 7 - SOROCABA,DEL.SEC.SOROCABA,DEL.POL.IPERÓ,DEL.SEC.DIADEMA,04º D.P. DIADEMA
120508,DEINTER 7 - SOROCABA,DEL.SEC.SOROCABA,DEL.POL.MAIRINQUE,DEL.SEC.7º ITAQUERA,62º D.P. ERMELINO MATARAZZO
120509,DEINTER 7 - SOROCABA,DEL.SEC.SOROCABA,DEL.POL.PIEDADE,DEL.SEC.1º CENTRO,01º D.P. SE
120510,DEINTER 7 - SOROCABA,DEL.SEC.SOROCABA,DEL.POL.PILAR DO SUL,DEL.SEC.3º OESTE,75º D.P. JARDIM ARPOADOR
120511,DEINTER 7 - SOROCABA,DEL.SEC.SOROCABA,DEL.POL.PORTO FELIZ,DEL.SEC.7º ITAQUERA,22º D.P.  SAO MIGUEL PTA
120513,DEINTER 7 - SOROCABA,DEL.SEC.SOROCABA,DEL.POL.SALTO DE PIRAPORA,DEL.SEC.2º SUL,36º D.P.  VILA MARIANA
120514,DEINTER 7 - SOROCABA,DEL.SEC.SOROCABA,DEL.POL.SÃO ROQUE,DEL.SEC.CARAPICUIBA,DEL.POL.COTIA
120518,DEINTER 7 - SOROCABA,DEL.SEC.SOROCABA,01º D.P. SOROCABA,DEL.SEC.1º CENTRO,03º D.P. CAMPOS ELISEOS
120520,DEINTER 7 - SOROCABA,DEL.SEC.SOROCABA,03º D.P. SOROCABA,DEL.SEC.2º SUL,96º D.P. MONÇÕES
120521,DEINTER 7 - SOROCABA,DEL.SEC.SOROCABA,04º D.P. SOROCABA,DEL.SEC.S.BERNARDO DO CAMPO,03º D.P. S.BERNARDO DO CAMPO
120523,DEINTER 7 - SOROCABA,DEL.SEC.SOROCABA,06º D.P. SOROCABA,DEL.SEC.DIADEMA,01º D.P. DIADEMA
120526,DEINTER 7 - SOROCABA,DEL.SEC.SOROCABA,01º D.P. ITU,DEL.SEC.GUARULHOS,02º D.P. GUARULHOS
120531,DEINTER 7 - SOROCABA,DEL.SEC.SOROCABA,DEL.POL.ALUMINIO,DEL.SEC.1º CENTRO,08º D.P. BRAS
120533,DEINTER 7 - SOROCABA,DEL.SEC.SOROCABA,02º D.P. VOTORANTIM,DEL.SEC.3º OESTE,46º D.P.  PERUS
120541,DEINTER 7 - SOROCABA,DEL.SEC.SOROCABA,DISE- DEL.SEC.SOROCABA,DEL.SEC.SANTO ANDRÉ,02º D.P. SANTO ANDRÉ
120542,DEINTER 7 - SOROCABA,DEL.SEC.SOROCABA,04º D.P. ITU,DEL.SEC.3º OESTE,14º D.P. PINHEIROS
120543,DEINTER 7 - SOROCABA,DEL.SEC.SOROCABA,DEL.DEF.MUL. VOTORANTIM,DEL.SEC.S.BERNARDO DO CAMPO,05º D.P. S.BERNARDO DO CAMPO
120545,DEINTER 7 - SOROCABA,DEL.SEC.SOROCABA,DEL.POL.ARAÇARIGUAMA,DEL.SEC.4º NORTE,39º D.P.  VILA GUSTAVO
120555,DEINTER 7 - SOROCABA,DEL.SEC.SOROCABA,DEL.DEF.MUL. SALTO,DEL.SEC.S.BERNARDO DO CAMPO,08º D.P. S.BERNARDO DO CAMPO
120607,DEINTER 7 - SOROCABA,DEL.SEC.SOROCABA,PLANTÃO DE SOROCABA - Z. NORTE,DEL.SEC.3º OESTE,07º D.P. LAPA
120608,DEINTER 7 - SOROCABA,DEL.SEC.SOROCABA,DEL.POL.PLANTÃO SALTO,DEL.SEC.5º LESTE,52º D.P.  PARQUE S.JORGE
120609,DEINTER 7 - SOROCABA,DEL.SEC.ITAPETININGA,DEL.POL.PLANTÃO TATUI,DEL.SEC.GUARULHOS,09º D.P. GUARULHOS
120610,DEINTER 7 - SOROCABA,DEL.SEC.SOROCABA,DEL.POL.PLANTÃO ITU,DEL.SEC.7º ITAQUERA,63º D.P. VILA JACUI
120611,DEINTER 7 - SOROCABA,DEL.SEC.SOROCABA,DEL.POL.PLANTÃO VOTORANTIM,DEL.SEC.2º SUL,35º D.P.  JABAQUARA
130001,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.S.JOSÉ DOS CAMPOS,DEL.INV.GER. S.JOSE DOS CAMPOS,DEL.SEC.MOGI DAS CRUZES,DEL.POL.ITAQUAQUECETUBA
130103,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.CRUZEIRO,DEL.SEC.CRUZEIRO PLANTÃO,DEL.SEC.SANTO ANDRÉ,06º D.P. SANTO ANDRÉ
130106,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.CRUZEIRO,DEL.POL.QUELUZ,DEL.SEC.TABOÃO DA SERRA,DEL.POL.ITAPECERICA DA SERRA
130109,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.CRUZEIRO,01º D.P. CRUZEIRO,DEL.SEC.3º OESTE,23º D.P.  PERDIZES
130114,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.CRUZEIRO,DEL.INV.GER. CRUZEIRO,DEL.SEC.MOGI DAS CRUZES,01º D.P. MOGI DAS CRUZES
130116,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.CRUZEIRO,03º D.P. CRUZEIRO,DEL.SEC.GUARULHOS,03º D.P. GUARULHOS
130124,DEINTER 2 - CAMPINAS,DEL.SEC.BRAGANÇA PAULISTA,DEL.POL.TUIUTI,DEL.SEC.8º SAO MATEUS,49º D.P.  SAO MATEUS
130125,DEINTER 2 - CAMPINAS,DEL.SEC.BRAGANÇA PAULISTA,DEL.POL.VARGEM,DEL.SEC.4º NORTE,13º D.P. CASA VERDE
130201,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.GUARATINGUETA,DEL.POL.APARECIDA,DEL.SEC.7º ITAQUERA,50º D.P.  ITAIM PAULISTA
130202,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.GUARATINGUETA,DEL.POL.CUNHA,DEL.SEC.GUARULHOS,08º D.P. GUARULHOS
130204,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.GUARATINGUETA,DEL.POL.LORENA,DEL.SEC.1º CENTRO,12º D.P. PARI
130206,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.GUARATINGUETA,DEL.POL.ROSEIRA,DEL.SEC.GUARULHOS,01º D.P. GUARULHOS
130207,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.GUARATINGUETA,01º D.P. GUARATINGUETA,DEL.SEC.5º LESTE,18º D.P.  ALTO DA MOOCA
130208,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.GUARATINGUETA,02º D.P. GUARATINGUETA,DEL.SEC.GUARULHOS,08º D.P. GUARULHOS
130209,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.GUARATINGUETA,03º D.P. GUARATINGUETA,DEL.SEC.GUARULHOS,DEL.POL.STA ISABEL
130210,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.GUARATINGUETA,DEL.POL.CACHOEIRA PAULISTA,DEL.SEC.3º OESTE,15º D.P. DR. LUC. H BEIGUELMAN
130211,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.GUARATINGUETA,01º D.P. LORENA,DEL.SEC.3º OESTE,93º D.P. JAGUARÉ
130212,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.GUARATINGUETA,02º D.P. LORENA,DEL.SEC.1º CENTRO,77º D.P. SANTA CECILIA
130214,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.GUARATINGUETA,DEL.POL.POTIM,DEL.SEC.4º NORTE,09º D.P. - CARANDIRU
130304,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.JACAREI,DEL.POL.PARAIBUNA,DEL.SEC.MOGI DAS CRUZES,DEL.POL.SALESOPOLIS
130305,DEMACRO,DEL.SEC.MOGI DAS CRUZES,DEL.POL.SALESOPOLIS,DEL.SEC.MOGI DAS CRUZES,DEL.POL.SALESOPOLIS
130306,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.JACAREI,DEL.POL.S.BRANCA,DEL.SEC.MOGI DAS CRUZES,DEL.POL.SALESOPOLIS
130310,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.S.JOSÉ DOS CAMPOS,01º D.P. S.JOSE DOS CAMPOS,DEL.SEC.3º OESTE,14º D.P. PINHEIROS
130311,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.S.JOSÉ DOS CAMPOS,02º D.P. S.JOSE DOS CAMPOS,DEL.SEC.7º ITAQUERA,64º D.P. CID.AE CARVALHO
130312,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.S.JOSÉ DOS CAMPOS,03º D.P. S.JOSE DOS CAMPOS,DEL.SEC.1º CENTRO,77º D.P. SANTA CECILIA
130313,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.S.JOSÉ DOS CAMPOS,04º D.P. S.JOSE DOS CAMPOS,DEL.SEC.4º NORTE,13º D.P. CASA VERDE
130315,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.S.JOSÉ DOS CAMPOS,05º D.P. S.JOSE DOS CAMPOS,DEL.SEC.GUARULHOS,05º D.P. GUARULHOS
130316,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.JACAREI,DEL.POL.IGARATA,DEL.SEC.GUARULHOS,DEL.POL.STA ISABEL
130317,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.S.JOSÉ DOS CAMPOS,DEL.POL.JAMBEIRO,DEL.SEC.SANTO ANDRÉ,02º D.P. SANTO ANDRÉ
130321,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.JACAREI,01º D.P. JACAREI,DEL.SEC.6º SANTO AMARO,92º D.P. P. STO ANTONIO
130322,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.JACAREI,02º D.P. JACAREI,DEL.SEC.1º CENTRO,01º D.P. SE
130323,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.S.JOSÉ DOS CAMPOS,DEL.POL.CACAPAVA,DEL.SEC.TABOÃO DA SERRA,DEL.POL.ITAPECERICA DA SERRA
130324,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.S.JOSÉ DOS CAMPOS,06º D.P. S.JOSE DOS CAMPOS,DEL.SEC.1º CENTRO,02º D.P. BOM RETIRO
130325,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.S.JOSÉ DOS CAMPOS,07º D.P. S.JOSE DOS CAMPOS,DEL.SEC.4º NORTE,90º D.P. PQ. NOVO MUNDO
130326,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.S.JOSÉ DOS CAMPOS,08º D.P. S.JOSE DOS CAMPOS,DEL.SEC.SANTO ANDRÉ,01º D.P. SANTO ANDRÉ
130407,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.TAUBATÉ,DEL.POL.S.LUIS DO PARAITINGA,DEL.SEC.1º CENTRO,03º D.P. CAMPOS ELISEOS
130409,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.TAUBATÉ,01º D.P. TAUBATE,DEL.SEC.GUARULHOS,03º D.P. GUARULHOS
130410,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.TAUBATÉ,02º D.P. TAUBATE,DEL.SEC.5º LESTE,29º D.P.  VILA PRUDENTE
130412,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.TAUBATÉ,01º D.P. PINDAMONHANGABA,DEL.SEC.4º NORTE,09º D.P. - CARANDIRU
130413,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.TAUBATÉ,02º D.P. PINDAMONHANGABA,DEL.SEC.4º NORTE,90º D.P. PQ. NOVO MUNDO
130414,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.TAUBATÉ,DEL.POL.S.ANTONIO DO PINHAL,DEL.SEC.GUARULHOS,DEL.POL.ARUJA
130415,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.TAUBATÉ,DEL.POL.CAMPOS DO JORDÃO,DEL.SEC.1º CENTRO,12º D.P. PARI
130416,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.TAUBATÉ,DEL.POL.S.BENTO DO SAPUCAI,DEL.SEC.GUARULHOS,DEL.POL.ARUJA
130417,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.TAUBATÉ,03º D.P. TAUBATE,DEL.SEC.1º CENTRO,77º D.P. SANTA CECILIA
130418,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.TAUBATÉ,04º D.P. TAUBATE,DEL.SEC.5º LESTE,42º D.P.  PARQUE S. LUCAS
130425,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.TAUBATÉ,DEL.DEF.MUL. PINDAMONHANGABA,DEL.SEC.6º SANTO AMARO,85º D.P. JARDIM MIRNA
130426,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.TAUBATÉ,03º D.P. PINDAMONHANGABA,DEL.SEC.GUARULHOS,DEL.POL.ARUJA
130500,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.JACAREI,DEL.SEC.JACAREI,DEL.SEC.GUARULHOS,DEL.POL.ARUJA
130501,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.JACAREI,03º D.P. JACAREI,DEL.SEC.7º ITAQUERA,65º D.P. ARTUR ALVIM
130502,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.JACAREI,DISE- DEL.SEC.JACAREI,DEL.SEC.SANTO ANDRÉ,01º D.P. MAUA
130503,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.JACAREI,DEL.DEF.MUL. JACAREI,DEL.SEC.8º SAO MATEUS,54º D.P.  CID. TIRADENTES
130514,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.GUARATINGUETA,DEL.SEC.GUARATINGUETA PLANTÃO,DEL.SEC.2º SUL,36º D.P.  VILA MARIANA
130515,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.JACAREI,DEL.SEC.JACAREI PLANTÃO,DEL.SEC.MOGI DAS CRUZES,DEL.POL.GUARAREMA
130516,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.TAUBATÉ,DEL.SEC.TAUBATE PLANTÃO,DEL.SEC.S.BERNARDO DO CAMPO,01º D.P. S.CAETANO DO SUL
130517,DEINTER 1 - SAO JOSE DOS CAMPOS,DEL.SEC.TAUBATÉ,DEL.POL.PLANTÃO PINDA,DEL.SEC.2º SUL,96º D.P. MONÇÕES
131101,PRODESP,DECADE-DEPTO.CAP.DEL.ESP,01º DEL.VIG. E CAPTURAS,DEL.SEC.5º LESTE,56º D.P.  VILA ALPINA
131102,PRODESP,DECADE-DEPTO.CAP.DEL.ESP,02º DEL.VIG. E CAPTURAS,DEL.SEC.2º SUL,35º D.P.  JABAQUARA
131104,PRODESP,DECADE-DEPTO.CAP.DEL.ESP,04º  DEL.BUSCA A.ADOLESCENT,DEL.SEC.2º SUL,96º D.P. MONÇÕES
131105,PRODESP,DECADE-DEPTO.CAP.DEL.ESP,DEL.INV.PROD.CONTROLADOS-DPCRD,DEL.SEC.8º SAO MATEUS,53º D.P.  PARQUE DO CARMO
140206,DEIC,DISCCPAT - DIV. INV.CRIMES C. PATRIMÔNIO,DEIC-4ª DELEGACIA DA DISCCPAT,DEL.SEC.1º CENTRO,77º D.P. SANTA CECILIA
140208,DEIC,DISCCPAT - DIV. INV.CRIMES C. PATRIMÔNIO,DEIC-3ª DELEGACIA DA DISCCPAT,DEL.SEC.FRANCO DA ROCHA,DEL.POL.CAJAMAR
140209,DEIC,DISCCPAT - DIV. INV.CRIMES C. PATRIMÔNIO,DEIC-1ª DELEGACIA DA DISCCPAT,DEL.SEC.1º CENTRO,77º D.P. SANTA CECILIA
140211,DEIC,DISCCPAT - DIV. INV.CRIMES C. PATRIMÔNIO,DEIC-2ª DELEGACIA DA DISCCPAT,DEL.SEC.S.BERNARDO DO CAMPO,05º D.P. S.BERNARDO DO CAMPO
140215,DEIC,DISCCPAT - DIV. INV.CRIMES C. PATRIMÔNIO,DEIC-6ª DEL.P.I.F.C.L.DINHEIRO,DEL.SEC.8º SAO MATEUS,54º D.P.  CID. TIRADENTES
140521,DEIC,DIG-DIVISÃO INVESTIGAÇÕES GERAIS-DEIC,DEIC - 1ª DELEGACIA DA DIG,DEL.SEC.4º NORTE,13º D.P. CASA VERDE
140522,DEIC,DIG-DIVISÃO INVESTIGAÇÕES GERAIS-DEIC,DEIC-3ª DEL DIG-FRAUDES FINAN,DEL.SEC.CARAPICUIBA,02º D.P. BARUERI
140523,DEIC,DIG-DIVISÃO INVESTIGAÇÕES GERAIS-DEIC,DEIC-2ª DEL DIG-ESTEL CRI FE P,DEL.SEC.4º NORTE,13º D.P. CASA VERDE
140524,DEIC,DIG-DIVISÃO INVESTIGAÇÕES GERAIS-DEIC,DEIC - 4ª DELEGACIA DA DIG,DEL.SEC.1º CENTRO,03º D.P. CAMPOS ELISEOS
140701,DEIC,DISCCPAT - DIV. INV.CRIMES C. PATRIMÔNIO,DEIC-5ª DELEGACIA DA DISCCPAT,DEL.SEC.S.BERNARDO DO CAMPO,08º D.P. S.BERNARDO DO CAMPO
140901,DEIC,"DIVECAR-DIV.INV.S/FURTO,R.R.VEIC.E CARGA",DEIC - 1ª DELEGACIA DA DIVECAR,DEL.SEC.8º SAO MATEUS,53º D.P.  PARQUE DO CARMO
140902,DEIC,"DIVECAR-DIV.INV.S/FURTO,R.R.VEIC.E CARGA",DEIC - 2ª DELEGACIA DA DIVECAR,DEL.SEC.5º LESTE,10º D.P. PENHA DE FRANCA
140903,DEIC,"DIVECAR-DIV.INV.S/FURTO,R.R.VEIC.E CARGA",DEIC - 3ª DELEGACIA DA DIVECAR,DEL.SEC.7º ITAQUERA,50º D.P.  ITAIM PAULISTA
140904,DEIC,"DIVECAR-DIV.INV.S/FURTO,R.R.VEIC.E CARGA",DEIC - 4ª DELEGACIA DA DIVECAR,DEL.SEC.6º SANTO AMARO,47º D.P.  CAPAO REDONDO
170410,PRODESP,POLICIA MILITAR,POLICIA MILITAR,DEL.SEC.3º OESTE,23º D.P.  PERDIZES
180401,DPPC- DEP.POL.PROT A CIDADANIA,DPPC-DEP.POL.PROT.A CIDADANIA,01º DEL.CRIME C/FAZENDA,DEL.SEC.2º SUL,16º D.P. VILA CLEMENTINO
180402,DPPC- DEP.POL.PROT A CIDADANIA,DPPC-DEP.POL.PROT.A CIDADANIA,02º DEL.CRIME C/FAZENDA,DEL.SEC.2º SUL,16º D.P. VILA CLEMENTINO
180403,DPPC- DEP.POL.PROT A CIDADANIA,DPPC-DEP.POL.PROT.A CIDADANIA,03º DEL.CRIME C/FAZENDA,DEL.SEC.2º SUL,16º D.P. VILA CLEMENTINO
200100,DHPP,DHPP - DEP. HOM. PROTECAO PESSOA,DHPP DIV. HOMICIDIOS,DEL.SEC.4º NORTE,74º D.P. PARADA TAIPAS
200110,DHPP,DHPP - DEP. HOM. PROTECAO PESSOA,DHPP - DECRADI,DEL.SEC.3º OESTE,23º D.P.  PERDIZES
200111,DHPP,DHPP - DEP. HOM. PROTECAO PESSOA,DHPP 01ª DEL. PROT. PESSOA,DEL.SEC.1º CENTRO,03º D.P. CAMPOS ELISEOS
200221,DHPP,DHPP - DEP. HOM. PROTECAO PESSOA,DHPP - DRADE,DEL.SEC.3º OESTE,34º D.P.  MORUMBI
200601,DHPP,DHPP - DEP. HOM. PROTECAO PESSOA,DHPP - 1A. DELEGACIA DA D.A.S.,DEL.SEC.4º NORTE,28º D.P.  FREGUESIA DO O
200603,DHPP,DHPP - DEP. HOM. PROTECAO PESSOA,DHPP - 3A. DELEGACIA DA D.A.S.,DEL.SEC.1º CENTRO,77º D.P. SANTA CECILIA
200604,DHPP,DHPP - DEP. HOM. PROTECAO PESSOA,DHPP - 4A. DELEGACIA DA D.A.S.,DEL.SEC.1º CENTRO,03º D.P. CAMPOS ELISEOS
210101,DENARC - DEPTO INV. SOBRE NARCOTICOS,DENARC -DEPTO EST PREV REPR NARCOTRÁFICO,01º DELEGACIA DA DISE - DENARC,DEL.SEC.6º SANTO AMARO,47º D.P.  CAPAO REDONDO
210102,DENARC - DEPTO INV. SOBRE NARCOTICOS,DENARC -DEPTO EST PREV REPR NARCOTRÁFICO,02º DELEGACIA DA DISE - DENARC,DEL.SEC.2º SUL,27º D.P.  IBIRAPUERA
210103,DENARC - DEPTO INV. SOBRE NARCOTICOS,DENARC -DEPTO EST PREV REPR NARCOTRÁFICO,03º DELEGACIA DA DISE - DENARC,DEL.SEC.3º OESTE,14º D.P. PINHEIROS
210104,DENARC - DEPTO INV. SOBRE NARCOTICOS,DENARC -DEPTO EST PREV REPR NARCOTRÁFICO,04º DELEGACIA DA DISE - DENARC,DEL.SEC.1º CENTRO,03º D.P. CAMPOS ELISEOS
210105,DENARC - DEPTO INV. SOBRE NARCOTICOS,DENARC -DEPTO EST PREV REPR NARCOTRÁFICO,05º DELEGACIA DA DISE - DENARC,DEL.SEC.1º CENTRO,06º D.P. CAMBUCI
210106,DENARC - DEPTO INV. SOBRE NARCOTICOS,DENARC -DEPTO EST PREV REPR NARCOTRÁFICO,06º DELEGACIA DA DISE - DENARC,DEL.SEC.7º ITAQUERA,64º D.P. CID.AE CARVALHO
220101,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.BEBEDOURO,01º D.P. BEBEDOURO,DEL.SEC.GUARULHOS,08º D.P. GUARULHOS
240001,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.INV.GER. PIRACICABA,DEL.SEC.3º OESTE,23º D.P.  PERDIZES
270101,DEMACRO,DEL.SEC.TABOÃO DA SERRA,DEL.DEF.MUL. TABOAO DA SERRA,DEL.SEC.TABOÃO DA SERRA,02º D.P. TABOÃO DA SERRA
270102,DEMACRO,DEL.SEC.TABOÃO DA SERRA,DISE- DEL.SEC.TABOAO SERRA,DEL.SEC.TABOÃO DA SERRA,01º D.P. EMBU DAS ARTES
270103,DEMACRO,DEL.SEC.TABOÃO DA SERRA,DEL.POL.S.LOURENÇO DA SERRA,DEL.SEC.TABOÃO DA SERRA,DEL.POL.S.LOURENÇO DA SERRA
270104,DEMACRO,DEL.SEC.TABOÃO DA SERRA,DEL.INV.M.AMB.TABOAO SERRA,DEL.SEC.TABOÃO DA SERRA,02º D.P. TABOÃO DA SERRA
270105,DEMACRO,DEL.SEC.TABOÃO DA SERRA,DEL.PROTECAO IDOSO TAB.SERRA,DEL.SEC.TABOÃO DA SERRA,DEL.POL.EMBU DAS ARTES
270107,DEMACRO,DEL.SEC.TABOÃO DA SERRA,DEL.DEF.MUL. EMBU DAS ARTES,DEL.SEC.TABOÃO DA SERRA,01º D.P. EMBU DAS ARTES
270109,DEMACRO,DEL.SEC.TABOÃO DA SERRA,SETOR HOM.SEC. TABOAO DA SERRA,DEL.SEC.2º SUL,96º D.P. MONÇÕES
270111,DEMACRO,DEL.SEC.TABOÃO DA SERRA,SIG DEL.SEC.TABOÃO DA SERRA,DEL.SEC.TABOÃO DA SERRA,01º D.P. TABOÃO DA SERRA
280101,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,DEL.DEF.MUL. S. BERNARDO CPO,DEL.SEC.S.BERNARDO DO CAMPO,06º D.P. S.BERNARDO DO CAMPO
280102,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,DISE- DEL.SEC.S.BERNARDO CPO,DEL.SEC.SANTO ANDRÉ,06º D.P. SANTO ANDRÉ
280103,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,DEL.INV.M.AMB.S.BERNARDO CPO,DEL.SEC.S.BERNARDO DO CAMPO,03º D.P. S.BERNARDO DO CAMPO
280104,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,DEL.PROTECAO IDOSO S.BERNARDO,DEL.SEC.S.BERNARDO DO CAMPO,03º D.P. S.BERNARDO DO CAMPO
280106,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,SETOR HOM.SEC. S.BERNARDO CPO,DEL.SEC.S.BERNARDO DO CAMPO,03º D.P. S.BERNARDO DO CAMPO
280201,DEMACRO,DEL.SEC.SANTO ANDRÉ,DEL.DEF.MUL. SANTO ANDRÉ,DEL.SEC.SANTO ANDRÉ,03º D.P. SANTO ANDRÉ
280202,DEMACRO,DEL.SEC.SANTO ANDRÉ,DISE- DEL.SEC.SANTO ANDRE,DEL.SEC.8º SAO MATEUS,55º D.P.  PARQUE S.RAFAEL
280203,DEMACRO,DEL.SEC.SANTO ANDRÉ,SETOR HOM.SEC. SANTO ANDRE,DEL.SEC.SANTO ANDRÉ,06º D.P. SANTO ANDRÉ
280204,DEMACRO,DEL.SEC.SANTO ANDRÉ,DEL.INV.M.AMB.SANTO ANDRÉ,DEL.SEC.2º SUL,97º D.P. AMERICANOPOLIS
